,user_id,income_bureau,occupation_bureau,age_bureau,no_of_accounts,no_of_writeoffs,most_severe_served_status_within_24_months,bureau_score,number_of_delinquent_accounts
6091,67928,,,22.0,2.0,0.0,Non-Delnqt,813.0,0.0
6092,79806,,,22.0,3.0,0.0,60+,648.0,1.0
6093,79820,,,,,,,,
6094,79824,,,23.0,3.0,0.0,SF,551.0,2.0
6095,79827,,,,,,,,
6096,79850,,,,,,,,
6097,79733,,,,,,,,
6098,79858,,,34.0,1.0,0.0,30+,823.0,0.0
6099,79860,,,22.0,6.0,0.0,Loss,642.0,1.0
6100,76994,,,,,,,,
6101,28125,,,,,,,,
6102,79338,,,,,,,,
6103,79940,,,,,,,,
6104,79920,,,22.0,2.0,0.0,30+,687.0,0.0
6105,79215,12221.0,,48.0,20.0,0.0,60+,724.0,0.0
6106,79981,25000.0,,29.0,7.0,0.0,Non-Delnqt,728.0,0.0
6107,79769,,,,,,,,
6108,80062,,,,,,,,
6109,80010,,,26.0,6.0,0.0,Loss,700.0,1.0
6110,77429,,,,,,,,
6111,80078,,,,,,,,
6112,80379,,,,,,,,
6113,80409,50000.0,SELF EMPLOYED,22.0,7.0,0.0,Non-Delnqt,763.0,0.0
6114,80550,,,69.0,28.0,0.0,Std,729.0,0.0
6115,34713,14500.0,,32.0,13.0,2.0,WOF,666.0,5.0
6116,81557,,,,,,,,
6117,45267,231444.0,SALARIED,50.0,14.0,0.0,Non-Delnqt,673.0,0.0
6118,82248,,,,,,,,
6119,82222,,,32.0,11.0,0.0,Loss,678.0,1.0
6120,68923,,SALARIED,39.0,20.0,0.0,Non-Delnqt,746.0,0.0
6121,82266,,,35.0,13.0,0.0,Non-Delnqt,722.0,0.0
6122,82268,,,,,,,,
6123,63766,,,,,,,,
6124,80694,,,,,,,,
6125,82308,,,,,,,,
6126,82317,,,,,,,,
6127,82306,,,,,,,,
6128,82323,20000.0,,26.0,31.0,0.0,30+,666.0,3.0
6129,82340,50000.0,,30.0,16.0,0.0,01+,640.0,1.0
6130,82351,25000.0,,29.0,5.0,0.0,120+,696.0,1.0
6131,82096,,,,,,,,
6132,77895,,,,,,,,
6133,82386,200000000.0,,25.0,1.0,0.0,Non-Delnqt,6.0,0.0
6134,82388,20000.0,SALARIED,30.0,17.0,0.0,Loss,620.0,2.0
6135,81091,,,42.0,18.0,0.0,01+,699.0,1.0
6136,82379,,,23.0,4.0,0.0,Dbt,635.0,1.0
6137,65600,,,32.0,5.0,0.0,360+,627.0,3.0
6138,54035,,,,,,,,
6139,81843,,,21.0,4.0,0.0,01+,728.0,0.0
6140,82461,,,,,,,,
6141,82464,,,,,,,,
6142,82698,480000.0,,32.0,12.0,0.0,Non-Delnqt,721.0,0.0
6143,57349,31000.0,SALARIED,30.0,217.0,0.0,30+,662.0,1.0
6144,82359,,,19.0,1.0,0.0,Non-Delnqt,6.0,0.0
6145,83184,,,28.0,7.0,0.0,Non-Delnqt,705.0,0.0
6146,55940,,,,,,,,
6147,76466,,,,,,,,
6148,83740,,,,,,,,
6149,84020,,,34.0,3.0,0.0,Sub,607.0,1.0
6150,84029,,,,,,,,
6151,83986,,,,,,,,
6152,84099,,,23.0,1.0,0.0,Non-Delnqt,6.0,0.0
6153,84048,,,,,,,,
6154,84679,,,,,,,,
6155,84815,15001.0,,22.0,8.0,0.0,Non-Delnqt,741.0,0.0
6156,84852,,,,,,,,
6157,84874,,,,,,,,
6158,84876,,,23.0,8.0,0.0,Non-Delnqt,755.0,0.0
6159,84480,,,,,,,,
6160,84886,,,,,,,,
6161,77029,,,,,,,,
6162,84907,,,,,,,,
6163,84913,,,,,,,,
6164,84946,,,,,,,,
6165,84950,,,,,,,,
6166,85048,,,,,,,,
6167,85069,,,,,,,,
6168,84434,,,,,,,,
6169,82914,,,,,,,,
6170,84776,693132.0,SALARIED,45.0,6.0,0.0,Std,778.0,0.0
6171,84974,,,,,,,,
6172,82753,,,24.0,6.0,0.0,Loss,700.0,0.0
6173,84850,,,,,,,,
6174,83089,,,,,,,,
6175,84230,,,,,,,,
6176,11577,,,,,,,,
6177,85427,9899.0,,50.0,36.0,0.0,Set,659.0,1.0
6178,79217,,,,,,,,
6179,84813,,,26.0,2.0,0.0,Non-Delnqt,6.0,0.0
6180,86068,32100.0,,36.0,13.0,0.0,01+,714.0,0.0
6181,86186,,,,,,,,
6182,85512,,,37.0,14.0,0.0,30+,719.0,0.0
6183,86342,,,,,,,,
6184,85734,,,,,,,,
6185,86549,15000.0,,29.0,5.0,1.0,WOF,701.0,1.0
6186,86610,,,,,,,,
6187,86627,,,,,,,,
6188,86632,,,,,,,,
6189,86487,,,26.0,1.0,0.0,Dbt,568.0,0.0
6190,86714,,,,,,,,
6191,86765,,,40.0,17.0,0.0,Non-Delnqt,696.0,0.0
6192,86764,15000.0,,24.0,13.0,0.0,Std,755.0,0.0
6193,74953,,,,,,,,
6194,87036,480000.0,,30.0,8.0,0.0,Non-Delnqt,721.0,0.0
6195,87117,,,,,,,,
6196,87213,,,,,,,,
6197,87219,,SALARIED,40.0,17.0,2.0,WOF,653.0,3.0
6198,87243,,,,,,,,
6199,83192,,,19.0,3.0,0.0,Non-Delnqt,755.0,0.0
6200,87227,50000.0,,40.0,19.0,1.0,WOF,653.0,3.0
6201,87231,,,,,,,,
6202,86921,,,28.0,6.0,2.0,WOF,508.0,5.0
6203,87271,,,,,,,,
6204,83082,,,,,,,,
6205,86967,,,,,,,,
6206,58178,,,19.0,2.0,1.0,WOF,490.0,2.0
6207,87298,,,34.0,1.0,0.0,Sub,577.0,0.0
6208,87326,,,,,,,,
6209,87338,60000.0,,31.0,16.0,3.0,WOF,652.0,2.0
6210,87252,15001.0,,22.0,10.0,0.0,Non-Delnqt,755.0,0.0
6211,82421,,,22.0,1.0,0.0,Non-Delnqt,771.0,0.0
6212,87350,,,25.0,2.0,0.0,Non-Delnqt,797.0,0.0
6213,87349,,,,,,,,
6214,82766,,,,,,,,
6215,87668,,,34.0,23.0,0.0,720+,670.0,2.0
6216,87688,25000.0,,28.0,18.0,0.0,360+,549.0,5.0
6217,87722,16000.0,,23.0,7.0,0.0,01+,728.0,0.0
6218,87935,,,,,,,,
6219,88016,,,,,,,,
6220,88095,,,24.0,80.0,0.0,01+,755.0,0.0
6221,88209,,,23.0,3.0,0.0,Non-Delnqt,755.0,0.0
6222,88429,20000.0,,24.0,36.0,0.0,Non-Delnqt,687.0,1.0
6223,88619,,,,,,,,
6224,88760,,,,,,,,
6225,88739,,,,,,,,
6226,88959,,,24.0,6.0,0.0,01+,725.0,0.0
6227,75426,15000.0,SALARIED,43.0,9.0,0.0,Non-Delnqt,762.0,0.0
6228,89441,,,,,,,,
6229,89667,,,22.0,3.0,0.0,Non-Delnqt,755.0,0.0
6230,89683,,,29.0,6.0,1.0,WOF,648.0,3.0
6231,89703,,,,,,,,
6232,89315,,,,,,,,
6233,83003,,,,,,,,
6234,89723,2272584.0,,43.0,40.0,0.0,01+,728.0,1.0
6235,84943,,,28.0,3.0,0.0,Non-Delnqt,755.0,0.0
6236,85235,,,,,,,,
6237,89736,6000.0,,23.0,71.0,0.0,01+,728.0,0.0
6238,89734,2500.0,,22.0,42.0,0.0,30+,585.0,2.0
6239,89756,,,28.0,8.0,0.0,Non-Delnqt,755.0,0.0
6240,89784,25000.0,,34.0,32.0,0.0,Non-Delnqt,726.0,0.0
6241,90203,,,23.0,4.0,0.0,Non-Delnqt,755.0,0.0
6242,90473,,SALARIED,34.0,12.0,0.0,01+,727.0,0.0
6243,90571,10000.0,,21.0,17.0,0.0,Non-Delnqt,5.0,0.0
6244,90643,,,,,,,,
6245,91217,,,,,,,,
6246,91251,3500000.0,SALARIED,34.0,43.0,0.0,90+,545.0,0.0
6247,91920,,,23.0,3.0,0.0,Non-Delnqt,755.0,0.0
6248,92351,25000.0,,27.0,4.0,0.0,Spm,700.0,0.0
6249,89109,,,43.0,1.0,0.0,Non-Delnqt,761.0,0.0
6250,92366,1000000.0,SALARIED,32.0,5.0,0.0,01+,721.0,0.0
6251,92371,,,,,,,,
6252,73007,,,,,,,,
6253,92552,,,23.0,2.0,0.0,Non-Delnqt,745.0,0.0
6254,65839,,,,,,,,
6255,89439,,,,,,,,
6256,93422,20000.0,,23.0,15.0,0.0,Std,696.0,1.0
6257,93531,,,31.0,27.0,3.0,WOF,590.0,6.0
6258,93785,,,,,,,,
6259,93316,,SELF EMPLOYED,25.0,20.0,0.0,180+,694.0,0.0
6260,93827,,,,,,,,
6261,93840,,,,,,,,
6262,93887,30000.0,,37.0,16.0,0.0,Non-Delnqt,760.0,0.0
6263,93799,,,,,,,,
6264,93918,50000.0,,35.0,16.0,0.0,Non-Delnqt,750.0,0.0
6265,72466,,,,,,,,
6266,93705,,,,,,,,
6267,93711,50000.0,,28.0,20.0,0.0,01+,723.0,0.0
6268,90918,450000000.0,,24.0,109.0,0.0,01+,725.0,0.0
6269,94367,,,28.0,13.0,0.0,Non-Delnqt,721.0,0.0
6270,94414,,,,,,,,
6271,94472,18500.0,,25.0,44.0,1.0,WOF,530.0,3.0
6272,94483,1.0,,29.0,131.0,4.0,WOF,548.0,10.0
6273,94684,,,,,,,,
6274,93914,,,23.0,6.0,0.0,Non-Delnqt,755.0,0.0
6275,94824,,,,,,,,
6276,94828,,,,,,,,
6277,72060,,,,,,,,
6278,94859,,,36.0,25.0,0.0,Non-Delnqt,732.0,0.0
6279,89845,,,28.0,3.0,0.0,Non-Delnqt,741.0,0.0
6280,94913,,,,,,,,
6281,94789,,,20.0,1.0,0.0,Non-Delnqt,6.0,0.0
6282,80231,,SALARIED,23.0,3.0,0.0,Non-Delnqt,755.0,0.0
6283,94632,,,,,,,,
6284,95532,,,,,,,,
6285,95541,,,,,,,,
6286,95674,,,,,,,,
6287,95812,,,,,,,,
6288,94381,,,,,,,,
6289,95884,,,,,,,,
6290,95941,,,,,,,,
6291,95937,,,,,,,,
6292,95958,,,,,,,,
6293,95962,,,,,,,,
6294,95960,,,33.0,2.0,0.0,180+,607.0,0.0
6295,95979,,,,,,,,
6296,94930,,,,,,,,
6297,95484,,,,,,,,
6298,88518,,,,,,,,
6299,96049,,,,,,,,
6300,96056,35000.0,,32.0,6.0,0.0,Non-Delnqt,760.0,0.0
6301,95782,15000.0,,44.0,43.0,0.0,Sub,700.0,1.0
6302,96065,,,,,,,,
6303,95459,,,,,,,,
6304,43203,15000.0,,52.0,30.0,0.0,01+,756.0,0.0
6305,96118,20000.0,,28.0,15.0,0.0,Non-Delnqt,755.0,0.0
6306,76924,,,24.0,22.0,1.0,WOF,541.0,7.0
6307,96146,,,,,,,,
6308,96164,,,,,,,,
6309,94795,,,,,,,,
6310,96173,,,,,,,,
6311,95879,,,22.0,3.0,0.0,Non-Delnqt,755.0,0.0
6312,95574,320000.0,,43.0,30.0,1.0,WOF,690.0,1.0
6313,96219,,,,,,,,
6314,90190,,,22.0,3.0,0.0,Non-Delnqt,741.0,0.0
6315,71786,,,33.0,14.0,0.0,Loss,573.0,2.0
6316,65978,,,22.0,3.0,0.0,Non-Delnqt,741.0,0.0
6317,95675,,,,,,,,
6318,96196,,,,,,,,
6319,95809,,,,,,,,
6320,87715,,,,,,,,
6321,86039,,,,,,,,
6322,96064,10462.0,SELF EMPLOYED PROFESSIONAL,46.0,16.0,2.0,WOF,548.0,3.0
6323,96317,,,,,,,,
6324,94551,,,,,,,,
6325,95737,35000.0,,41.0,106.0,0.0,Loss,604.0,6.0
6326,96325,,,,,,,,
6327,96372,30000.0,,30.0,15.0,0.0,180+,705.0,0.0
6328,88988,145958.0,SELF EMPLOYED,41.0,32.0,0.0,30+,687.0,4.0
6329,96421,,,,,,,,
6330,96420,,,,,,,,
6331,89394,,,54.0,6.0,0.0,Non-Delnqt,744.0,0.0
6332,96434,,,,,,,,
6333,96452,30000.0,,41.0,12.0,0.0,WOF,644.0,0.0
6334,95909,,,22.0,5.0,0.0,120+,696.0,0.0
6335,93717,,,32.0,10.0,6.0,WOF,466.0,7.0
6336,96506,,,,,,,,
6337,83748,,,,,,,,
6338,96218,200000.0,,40.0,20.0,1.0,WOF,552.0,5.0
6339,96548,24600.0,,35.0,33.0,0.0,180+,627.0,0.0
6340,96528,,,26.0,2.0,0.0,,763.0,0.0
6341,96594,,,27.0,5.0,0.0,Non-Delnqt,755.0,0.0
6342,96633,,,,,,,,
6343,90294,,,32.0,6.0,2.0,WOF,567.0,3.0
6344,95265,,,,,,,,
6345,96193,,,,,,,,
6346,96553,,,,,,,,
6347,96761,,,,,,,,
6348,96784,,SALARIED,33.0,1.0,0.0,180+,588.0,1.0
6349,96201,15000.0,,33.0,24.0,0.0,30+,686.0,1.0
6350,96810,,,23.0,1.0,0.0,Non-Delnqt,745.0,0.0
6351,96821,,,,,,,,
6352,96758,,,,,,,,
6353,96842,,,,,,,,
6354,96720,,,,,,,,
6355,96877,,,,,,,,
6356,56838,,,,,,,,
6357,96906,,,,,,,,
6358,96923,,,,,,,,
6359,96624,,,,,,,,
6360,96949,,,,,,,,
6361,12586,,,,,,,,
6362,97009,,,,,,,,
6363,97017,,,,,,,,
6364,97066,10000.0,,23.0,68.0,0.0,WOF,707.0,0.0
6365,97079,,,,,,,,
6366,97092,,,,,,,,
6367,94951,,,,,,,,
6368,97095,500001.0,,31.0,22.0,0.0,Dbt,639.0,0.0
6369,90413,,,,,,,,
6370,97154,,,,,,,,
6371,72050,18000.0,,37.0,19.0,0.0,WOF,701.0,0.0
6372,97176,,,,,,,,
6373,97177,,,,,,,,
6374,97210,315.0,,32.0,29.0,0.0,Set,621.0,1.0
6375,97248,,SALARIED,32.0,9.0,0.0,Set,712.0,1.0
6376,97257,,,20.0,30.0,0.0,Std,755.0,0.0
6377,97287,,,,,,,,
6378,97299,,,,,,,,
6379,16187,,,,,,,,
6380,88223,,,23.0,3.0,0.0,Non-Delnqt,755.0,0.0
6381,97326,,SALARIED,28.0,13.0,0.0,60+,627.0,1.0
6382,97327,18500.0,SALARIED,24.0,6.0,0.0,01+,724.0,0.0
6383,97340,,,,,,,,
6384,97344,19000.0,SALARIED,31.0,33.0,0.0,Set,628.0,1.0
6385,97337,,,23.0,2.0,1.0,WOF,477.0,1.0
6386,96556,,,,,,,,
6387,86656,,,,,,,,
6388,97345,,,30.0,10.0,0.0,Std,729.0,0.0
6389,97359,,,,,,,,
6390,97367,,,,,,,,
6391,97397,,,,,,,,
6392,97401,,,,,,,,
6393,97419,,,,,,,,
6394,97424,,,,,,,,
6395,97425,,,,,,,,
6396,96963,40000.0,,34.0,29.0,0.0,Dbt,565.0,1.0
6397,97470,,,,,,,,
6398,97463,,,26.0,6.0,0.0,Std,782.0,0.0
6399,97527,43105.0,,42.0,19.0,4.0,WOF,520.0,9.0
6400,97565,,,,,,,,
6401,97024,,,24.0,15.0,0.0,180+,572.0,2.0
6402,68645,,,,,,,,
6403,95032,,,,,,,,
6404,97640,,,,,,,,
6405,97658,27600.0,,34.0,14.0,0.0,360+,647.0,1.0
6406,97691,,,,,,,,
6407,96042,,SALARIED,33.0,2.0,0.0,Non-Delnqt,747.0,0.0
6408,97733,,,,,,,,
6409,97758,15000.0,,27.0,4.0,0.0,Non-Delnqt,724.0,0.0
6410,97765,,,24.0,10.0,1.0,WOF,647.0,1.0
6411,97778,,,,,,,,
6412,97306,,,,,,,,
6413,97777,,,,,,,,
6414,97774,30000.0,,27.0,75.0,2.0,WOF,559.0,9.0
6415,97827,,,,,,,,
6416,97829,,,,,,,,
6417,97840,,,29.0,4.0,0.0,60+,641.0,0.0
6418,97590,,,,,,,,
6419,97661,,,,,,,,
6420,97860,,,21.0,3.0,0.0,Non-Delnqt,755.0,0.0
6421,96215,,,,,,,,
6422,97819,,,40.0,8.0,0.0,Std,745.0,0.0
6423,97519,,,45.0,47.0,0.0,Loss,559.0,2.0
6424,80666,,,21.0,1.0,0.0,Non-Delnqt,755.0,0.0
6425,97924,,,,,,,,
6426,97966,,,,,,,,
6427,97911,,,25.0,1.0,0.0,Non-Delnqt,6.0,0.0
6428,97976,,,22.0,1.0,0.0,01+,719.0,1.0
6429,97965,50000.0,,23.0,5.0,0.0,Non-Delnqt,755.0,0.0
6430,97923,,,,,,,,
6431,98026,,,,,,,,
6432,96974,,,30.0,11.0,0.0,Non-Delnqt,753.0,0.0
6433,98073,30000.0,,28.0,19.0,0.0,01+,724.0,0.0
6434,98078,,,,,,,,
6435,84866,,,,,,,,
6436,96671,15000.0,,26.0,8.0,0.0,60+,686.0,0.0
6437,98108,,,,,,,,
6438,98114,,,,,,,,
6439,91411,,,,,,,,
6440,97415,,,,,,,,
6441,98178,,,,,,,,
6442,96262,,,,,,,,
6443,98238,,,,,,,,
6444,98261,,,,,,,,
6445,98284,,SALARIED,25.0,3.0,0.0,Std,741.0,0.0
6446,98290,,,,,,,,
6447,98296,,,,,,,,
6448,43875,,,,,,,,
6449,83874,,,,,,,,
6450,96208,,,,,,,,
6451,98324,,,,,,,,
6452,98317,,,,,,,,
6453,98404,,,,,,,,
6454,98329,,,,,,,,
6455,98413,,,,,,,,
6456,98435,,,,,,,,
6457,98470,,,,,,,,
6458,97863,,,,,,,,
6459,98490,90720.0,SELF EMPLOYED,24.0,17.0,0.0,01+,731.0,0.0
6460,61855,,,,,,,,
6461,14936,,,,,,,,
6462,98691,10500.0,,49.0,3.0,0.0,,715.0,0.0
6463,98680,,,,,,,,
6464,98328,,,,,,,,
6465,88634,,,,,,,,
6466,98817,40000.0,,30.0,96.0,0.0,Std,746.0,0.0
6467,96326,15000.0,,30.0,66.0,0.0,360+,658.0,1.0
6468,97490,,,,,,,,
6469,98877,,,27.0,1.0,0.0,Non-Delnqt,771.0,0.0
6470,98846,,,22.0,1.0,0.0,Non-Delnqt,6.0,0.0
6471,98815,12000.0,,24.0,3.0,0.0,Non-Delnqt,741.0,0.0
6472,98919,,,,,,,,
6473,98920,,,36.0,2.0,1.0,WOF,710.0,1.0
6474,98929,,,37.0,7.0,0.0,Non-Delnqt,746.0,0.0
6475,98916,40000.0,,24.0,31.0,0.0,90+,553.0,4.0
6476,98818,50001.0,SELF EMPLOYED,19.0,3.0,0.0,Non-Delnqt,755.0,0.0
6477,98977,,,18.0,1.0,0.0,Non-Delnqt,6.0,0.0
6478,99049,,,,,,,,
6479,99055,,,,,,,,
6480,99107,,,,,,,,
6481,99136,,SALARIED,24.0,30.0,0.0,Std,728.0,0.0
6482,99165,,SALARIED,32.0,4.0,0.0,Non-Delnqt,760.0,0.0
6483,99201,,,,,,,,
6484,97194,,,57.0,8.0,0.0,Non-Delnqt,748.0,0.0
6485,99225,50000.0,,26.0,1.0,0.0,Std,739.0,0.0
6486,99278,,,,,,,,
6487,99291,400000000.0,,22.0,2.0,0.0,Non-Delnqt,755.0,0.0
6488,97123,,,,,,,,
6489,99355,,SELF EMPLOYED,20.0,1.0,0.0,Non-Delnqt,6.0,0.0
6490,95733,,,25.0,13.0,1.0,WOF,497.0,2.0
6491,99379,21000.0,SALARIED,36.0,7.0,0.0,Non-Delnqt,793.0,0.0
6492,99364,,,,,,,,
6493,99362,139000.0,,46.0,8.0,1.0,WOF,636.0,1.0
6494,99448,45000.0,,37.0,8.0,2.0,WOF,715.0,2.0
6495,97984,42287.0,SALARIED,38.0,49.0,0.0,120+,659.0,0.0
6496,99494,9000.0,,24.0,7.0,0.0,720+,705.0,1.0
6497,99499,20000.0,,41.0,12.0,0.0,Non-Delnqt,715.0,0.0
6498,82370,,,35.0,1.0,0.0,Loss,700.0,0.0
6499,99523,,,26.0,3.0,0.0,Non-Delnqt,742.0,0.0
6500,99539,20000.0,,35.0,5.0,0.0,Non-Delnqt,758.0,0.0
6501,99547,35000.0,,52.0,19.0,1.0,WOF,552.0,8.0
6502,97277,,,23.0,6.0,0.0,Std,755.0,0.0
6503,47988,,,,,,,,
6504,99567,,,,,,,,
6505,99568,,,25.0,18.0,0.0,01+,694.0,0.0
6506,99571,,,40.0,14.0,0.0,01+,736.0,0.0
6507,99599,,,,,,,,
6508,65942,,,21.0,2.0,0.0,Loss,486.0,2.0
6509,92723,,,,,,,,
6510,99696,125000.0,,27.0,34.0,0.0,30+,697.0,0.0
6511,99725,,,28.0,2.0,0.0,Non-Delnqt,754.0,0.0
6512,99749,450000.0,SALARIED,32.0,20.0,0.0,01+,721.0,0.0
6513,99754,,,,,,,,
6514,16202,,,,,,,,
6515,99756,,,,,,,,
6516,98951,,,24.0,2.0,0.0,Non-Delnqt,754.0,0.0
6517,18107,40000.0,,32.0,39.0,1.0,WOF,676.0,0.0
6518,79568,,,,,,,,
6519,98678,150000.0,,33.0,12.0,0.0,90+,715.0,0.0
6520,99736,,,30.0,28.0,2.0,WOF,675.0,5.0
6521,81842,,,,,,,,
6522,99606,,,22.0,21.0,0.0,Std,755.0,0.0
6523,99849,,SELF EMPLOYED,22.0,5.0,0.0,Non-Delnqt,755.0,0.0
6524,99797,,,19.0,2.0,0.0,01+,713.0,0.0
6525,99853,,SALARIED,21.0,1.0,0.0,01+,739.0,0.0
6526,99785,,,,,,,,
6527,99866,,,,,,,,
6528,94499,,,,,,,,
6529,99224,,,22.0,5.0,0.0,Sub,627.0,2.0
6530,98971,,,20.0,35.0,0.0,Std,755.0,0.0
6531,99907,,,24.0,3.0,0.0,Non-Delnqt,742.0,0.0
6532,63335,,,,,,,,
6533,99390,,,20.0,1.0,0.0,Std,726.0,0.0
6534,99799,,,26.0,2.0,0.0,60+,706.0,0.0
6535,99944,,,24.0,11.0,0.0,Non-Delnqt,725.0,0.0
6536,95186,,,23.0,65.0,0.0,180+,573.0,10.0
6537,99980,400000.0,,31.0,24.0,6.0,WOF,533.0,8.0
6538,99985,,,,,,,,
6539,100004,,,,,,,,
6540,99033,,,,,,,,
6541,95050,15001.0,,38.0,31.0,0.0,Sub,644.0,0.0
6542,100039,,,,,,,,
6543,100045,,,,,,,,
6544,96742,,,,,,,,
6545,100076,,,,,,,,
6546,99677,,,,,,,,
6547,100115,,,31.0,2.0,0.0,Non-Delnqt,760.0,0.0
6548,84278,,,,,,,,
6549,100136,21000.0,,28.0,33.0,0.0,180+,629.0,1.0
6550,100157,,,,,,,,
6551,100093,15000.0,,21.0,9.0,0.0,Sub,635.0,0.0
6552,92433,,,19.0,2.0,0.0,Non-Delnqt,6.0,0.0
6553,100206,,,,,,,,
6554,100231,15001.0,,24.0,2.0,0.0,Non-Delnqt,6.0,0.0
6555,100244,,SELF EMPLOYED,34.0,3.0,0.0,Non-Delnqt,760.0,0.0
6556,100254,,,,,,,,
6557,100280,700000.0,,27.0,23.0,0.0,01+,722.0,0.0
6558,100294,25000.0,,31.0,17.0,0.0,Non-Delnqt,710.0,0.0
6559,98227,,,,,,,,
6560,100414,50000.0,,28.0,7.0,2.0,WOF,584.0,4.0
6561,100042,,,41.0,1.0,0.0,Non-Delnqt,6.0,0.0
6562,99796,,,,,,,,
6563,100440,,,,,,,,
6564,100252,35500.0,,40.0,21.0,1.0,WOF,559.0,2.0
6565,100467,,,,,,,,
6566,100481,,,,,,,,
6567,100491,,,,,,,,
6568,100490,,,,,,,,
6569,99657,,,,,,,,
6570,100498,800000.0,,31.0,70.0,3.0,WOF,590.0,4.0
6571,100500,,,,,,,,
6572,100513,,,,,,,,
6573,100538,,,27.0,10.0,0.0,Non-Delnqt,755.0,0.0
6574,99086,,,,,,,,
6575,100613,,,,,,,,
6576,100629,,,,,,,,
6577,100638,,SALARIED,29.0,2.0,0.0,Std,607.0,0.0
6578,93834,,,,,,,,
6579,100650,,,,,,,,
6580,100658,,,29.0,1.0,0.0,Non-Delnqt,714.0,0.0
6581,100684,,,,,,,,
6582,89226,,,,,,,,
6583,100705,,,,,,,,
6584,100714,15001.0,,20.0,30.0,0.0,Non-Delnqt,755.0,0.0
6585,100736,5000000.0,,29.0,56.0,0.0,01+,713.0,0.0
6586,100802,,,,,,,,
6587,100793,35000.0,,35.0,45.0,4.0,WOF,559.0,9.0
6588,86376,,,,,,,,
6589,100867,40000.0,,25.0,51.0,0.0,01+,666.0,2.0
6590,100754,,,,,,,,
6591,100904,,,,,,,,
6592,100919,,,,,,,,
6593,100925,,,,,,,,
6594,100952,,,,,,,,
6595,100959,,,,,,,,
6596,100973,,,22.0,2.0,0.0,Non-Delnqt,754.0,0.0
6597,100044,18900.0,SALARIED,30.0,5.0,0.0,720+,701.0,0.0
6598,96606,,,,,,,,
6599,98591,,,25.0,2.0,0.0,Sub,696.0,0.0
6600,101049,,,20.0,3.0,0.0,Non-Delnqt,755.0,0.0
6601,101047,,SALARIED,28.0,19.0,0.0,Non-Delnqt,715.0,0.0
6602,99737,,,,,,,,
6603,84952,10000.0,,43.0,13.0,0.0,Non-Delnqt,748.0,0.0
6604,79212,,,27.0,1.0,0.0,Std,720.0,0.0
6605,101149,,,,,,,,
6606,93515,,,39.0,1.0,0.0,Non-Delnqt,6.0,0.0
6607,101171,1.0,,26.0,9.0,0.0,60+,700.0,0.0
6608,101161,,,24.0,4.0,0.0,30+,642.0,1.0
6609,101187,,,,,,,,
6610,101193,302715.0,,50.0,12.0,0.0,Std,641.0,1.0
6611,101195,,,,,,,,
6612,100968,,,29.0,13.0,0.0,Non-Delnqt,725.0,0.0
6613,101239,,SALARIED,44.0,14.0,0.0,Non-Delnqt,762.0,0.0
6614,101253,,,,,,,,
6615,101264,,,,,,,,
6616,101270,,,,,,,,
6617,101267,,,,,,,,
6618,101283,,,37.0,5.0,0.0,Non-Delnqt,702.0,0.0
6619,101285,,,,,,,,
6620,101286,,,,,,,,
6621,101344,,,,,,,,
6622,101353,,,,,,,,
6623,101390,,,,,,,,
6624,101378,,,,,,,,
6625,101392,,SELF EMPLOYED,40.0,41.0,4.0,WOF,652.0,6.0
6626,101411,,SALARIED,34.0,9.0,0.0,Non-Delnqt,726.0,0.0
6627,101417,20664.0,,40.0,12.0,0.0,Non-Delnqt,748.0,0.0
6628,101437,,,,,,,,
6629,101440,,,,,,,,
6630,101486,,,19.0,1.0,0.0,Non-Delnqt,6.0,0.0
6631,101576,20000.0,,64.0,26.0,0.0,Sub,700.0,0.0
6632,101443,,,,,,,,
6633,101577,,,22.0,35.0,0.0,Non-Delnqt,755.0,0.0
6634,101595,,SELF EMPLOYED,23.0,4.0,0.0,Non-Delnqt,755.0,0.0
6635,101627,25000.0,,25.0,32.0,0.0,180+,701.0,0.0
6636,101667,,,29.0,15.0,0.0,Std,756.0,0.0
6637,101688,,,,,,,,
6638,101680,898560.0,,34.0,10.0,0.0,Non-Delnqt,756.0,0.0
6639,101724,,,25.0,3.0,0.0,Non-Delnqt,765.0,0.0
6640,101816,,,,,,,,
6641,101838,904000000.0,SALARIED,29.0,17.0,0.0,Non-Delnqt,726.0,0.0
6642,101846,,,,,,,,
6643,101822,,,,,,,,
6644,101925,,,,,,,,
6645,101940,,,19.0,1.0,0.0,Non-Delnqt,6.0,0.0
6646,56569,,,,,,,,
6647,101977,28000.0,,35.0,54.0,0.0,60+,658.0,2.0
6648,102017,,,33.0,7.0,0.0,Non-Delnqt,726.0,0.0
6649,101970,15001.0,,37.0,7.0,0.0,Non-Delnqt,760.0,0.0
6650,102087,12000.0,,36.0,28.0,5.0,WOF,664.0,4.0
6651,102101,,,,,,,,
6652,94849,,,,,,,,
6653,100878,,,21.0,3.0,0.0,Non-Delnqt,755.0,0.0
6654,102162,,,25.0,2.0,0.0,Std,755.0,0.0
6655,102185,,,,,,,,
6656,101945,,,,,,,,
6657,101804,25000.0,SELF EMPLOYED,27.0,30.0,1.0,WOF,548.0,9.0
6658,102329,,,29.0,1.0,0.0,Non-Delnqt,6.0,0.0
6659,102365,,,26.0,1.0,0.0,Std,715.0,0.0
6660,102335,18000.0,,30.0,49.0,0.0,Set,675.0,3.0
6661,97666,,,,,,,,
6662,102396,,,,,,,,
